date,symbol,open,high,low,close,volume
2023-07-14,600276,53.8320,54.2306,53.1575,53.9441,7849083
2023-07-14,600900,24.4091,24.7747,24.3106,24.7537,7779507
2023-07-14,002594,300.3385,302.7179,298.0366,300.5966,5794838
2023-07-14,000300,3406.3365,3423.0969,3387.2744,3408.8134,2812499
2023-07-17,600519,1724.8763,1729.8339,1722.5421,1727.0342,805896
2023-07-17,000858,114.9185,116.9140,114.0012,114.0921,5759732
2023-07-17,300750,180.9067,183.3777,179.4797,182.7863,3340754
2023-07-17,601318,44.6008,45.0955,44.1121,44.2693,4721242
2023-07-17,600036,39.4845,39.8096,39.1695,39.2368,2324657
2023-07-17,000001,12.6627,12.7758,12.5614,12.6257,2496460
2023-07-17,601166,23.1470,23.4733,23.0569,23.3742,5689930
2023-07-17,600276,54.0785,54.6079,53.7561,54.3274,5219456
2023-07-17,600900,24.7964,24.8623,24.6261,24.7402,6175243
2023-07-17,002594,299.9925,302.5374,291.5384,291.8337,5991333
2023-07-17,000300,3403.5466,3419.8249,3393.2792,3401.6410,7400704
2023-07-18,600519,1725.2794,1726.6837,1682.4291,1698.2795,539103
2023-07-18,000858,114.4337,114.9714,112.2027,112.2189,4833475
2023-07-18,300750,183.2906,184.4229,179.9350,181.2202,4198047
2023-07-18,601318,44.2859,44.9225,44.0821,44.7896,2106983
2023-07-18,600036,39.1359,39.2947,38.4811,39.0227,4451594
2023-07-18,000001,12.5919,12.6957,12.4568,12.6002,2130411
2023-07-18,601166,23.3693,23.7806,23.1237,23.6746,5536848
2023-07-18,600276,54.7389,55.4712,53.1363,54.0028,4823031
2023-07-18,600900,24.6867,24.9561,24.6138,24.8221,1647776
2023-07-18,002594,293.4761,298.7269,285.8958,288.6585,5337399
2023-07-18,000300,3400.0741,3401.2049,3364.3488,3396.0930,3163585
2023-07-19,600519,1709.6128,1709.9349,1684.3599,1692.9073,406024
2023-07-19,000858,112.2393,113.5830,110.8465,112.2833,1245281
2023-07-19,300750,180.9824,182.6127,177.4265,182.1498,1713189
2023-07-19,601318,44.7578,44.8409,44.2690,44.3194,2600235
2023-07-19,600036,38.8657,38.9228,38.6441,38.6883,2986791
2023-07-19,000001,12.5714,12.6933,12.3686,12.4445,3716711
2023-07-19,601166,23.7125,23.8313,23.3107,23.6676,1573706
2023-07-19,600276,54.5129,54.8413,53.8821,54.7061,4813821
2023-07-19,600900,24.7599,24.7966,24.5257,24.6450,2574714
2023-07-19,002594,288.0231,293.5709,285.2515,287.5711,4784467
2023-07-19,000300,3403.6743,3410.8072,3377.0728,3390.1298,5515503
2023-07-20,600519,1696.1398,1724.8007,1686.5624,1717.3050,594425
2023-07-20,000858,111.9949,112.2782,111.5450,111.9463,2206589
2023-07-20,300750,182.3696,183.9314,180.1288,182.2680,7596333
2023-07-20,601318,44.2368,44.6721,43.8450,44.4125,6151478
2023-07-20,600036,38.7118,39.0467,38.4863,38.6661,1881222
2023-07-20,000001,12.4484,12.5092,12.3523,12.4708,5831716
2023-07-20,601166,23.6427,23.8963,23.1300,23.3067,4673005
2023-07-20,600276,54.6075,55.1854,54.1867,55.1672,4188913
2023-07-20,600900,24.6417,25.0893,24.6281,25.0245,4627913
2023-07-20,002594,285.9449,295.2385,284.3872,294.2494,1496042
2023-07-20,000300,3398.9386,3403.1849,3383.6299,3400.1399,4138177
2023-07-21,600519,1724.6016,1734.0798,1700.6578,1718.1817,411920
2023-07-21,000858,111.6839,112.4149,111.2047,111.9442,4049550
2023-07-21,300750,181.6444,183.2385,177.1514,182.6170,6191547
2023-07-21,601318,44.3528,44.4410,43.5801,43.9723,5020404
2023-07-21,600036,38.7598,39.1630,38.2967,38.4302,6720044
2023-07-21,000001,12.4150,12.5211,12.2739,12.5052,5141208
2023-07-21,601166,23.1788,23.4408,22.9695,23.2890,7300950
2023-07-21,600276,55.5764,56.9705,55.4403,56.6942,5429392
2023-07-21,600900,25.1420,25.2368,24.8583,24.9195,6066868
2023-07-21,002594,295.3781,295.9370,284.1455,288.1987,1519064
2023-07-21,000300,3400.2568,3437.2988,3392.2837,3436.8500,6576035
2023-07-24,600519,1715.8563,1720.7107,1707.9631,1720.4144,499555
2023-07-24,000858,112.1468,112.8991,111.1711,112.0246,1926930
2023-07-24,300750,180.9174,182.2308,178.4781,179.3028,4115391
2023-07-24,601318,43.8724,44.5730,43.7711,43.9356,3977613
2023-07-24,600036,38.4554,38.4616,37.8124,37.9663,7668782
2023-07-24,000001,12.5106,12.5597,12.0500,12.3307,3681298
2023-07-24,601166,23.2437,23.4330,22.8205,22.9529,7706651
2023-07-24,600276,56.5650,57.8358,56.4862,57.4736,2518397
2023-07-24,600900,24.9539,24.9592,24.5428,24.5639,6835611
2023-07-24,002594,289.3913,290.7492,287.0138,290.6940,5221096
2023-07-24,000300,3431.7910,3463.2515,3407.4855,3444.0362,6725478
2023-07-25,600519,1716.9543,1734.5776,1709.2658,1731.4783,914833
2023-07-25,000858,111.5686,111.9234,109.5953,110.3791,1255005
2023-07-25,300750,179.8368,182.8270,178.8530,182.8214,7099162
2023-07-25,601318,44.0983,44.3667,43.8504,43.8658,4143910
2023-07-25,600036,37.9582,37.9642,37.7656,37.9445,7903875
2023-07-25,000001,12.2923,12.3699,12.1989,12.2815,2576275
2023-07-25,601166,22.9393,22.9906,22.8590,22.9004,6707242
2023-07-25,600276,57.5478,58.9832,57.1195,58.8200,4070731
2023-07-25,600900,24.4970,24.7009,24.4351,24.6726,6399189
2023-07-25,002594,289.3000,301.7101,287.8924,296.5593,2862715
2023-07-25,000300,3438.3684,3458.2314,3422.9241,3458.1745,4296044
2023-07-26,600519,1727.7805,1730.4256,1716.7895,1727.8744,334158
2023-07-26,000858,110.2996,112.4745,110.2623,111.3676,3580425
2023-07-26,300750,182.2059,183.8137,181.8864,182.4295,4160792
2023-07-26,601318,43.8439,44.0885,43.4256,43.4818,1945265
2023-07-26,600036,37.9990,38.2016,37.1533,37.1648,4734138
2023-07-26,000001,12.3302,12.4840,12.3067,12.4791,2514369
2023-07-26,601166,22.9293,23.1135,22.8612,23.0109,5844781
2023-07-26,600276,58.5750,59.2302,58.0942,58.2912,7465786
2023-07-26,600900,24.7032,24.7482,24.4170,24.5323,5640379
2023-07-26,002594,296.7584,298.7529,293.3916,295.3559,7702526
2023-07-26,000300,3456.3120,3461.0999,3453.7231,3456.4392,1175058
2023-07-27,600519,1724.5906,1746.6890,1713.3838,1735.8125,484750
2023-07-27,000858,111.4167,112.3582,110.4657,112.2885,5847564
2023-07-27,300750,181.2506,184.2787,180.0157,181.1090,1685827
2023-07-27,601318,43.5259,44.2917,43.1827,44.1488,3458637
2023-07-27,600036,37.1606,37.2827,37.1383,37.2648,2830943
2023-07-27,000001,12.5699,12.6948,12.4615,12.4995,7102900
2023-07-27,601166,22.9297,23.0919,22.6961,23.0887,5118379
2023-07-27,600276,58.1162,58.9826,57.7652,58.4681,4777736
2023-07-27,600900,24.5095,24.9869,24.3762,24.9607,6858026
2023-07-27,002594,295.6028,304.8069,294.0065,300.2830,2887575
2023-07-27,000300,3444.0850,3450.6988,3441.1574,3442.9342,7763037
2023-07-28,600519,1735.5317,1748.1426,1716.3835,1728.3426,645928
2023-07-28,000858,112.5559,114.4659,112.5277,113.7585,7676154
2023-07-28,300750,180.7878,184.7000,178.7025,183.8740,3164992
2023-07-28,601318,44.2127,44.6727,43.4679,43.7266,2667063
2023-07-28,600036,37.3862,37.4634,36.9521,36.9527,2360644
2023-07-28,000001,12.4206,12.6845,12.3029,12.6420,5835050
2023-07-28,601166,22.9679,23.1763,22.7649,23.0898,2641623
2023-07-28,600276,58.4713,58.5664,57.9032,58.1950,1181517
2023-07-28,600900,24.8844,25.2649,24.7925,25.1712,1599993
2023-07-28,002594,300.1647,311.3934,299.2911,305.8629,6634510
2023-07-28,000300,3454.5399,3484.8585,3449.1234,3475.5032,1163103
2023-07-31,600519,1728.1834,1747.4483,1713.7462,1742.0249,265325
2023-07-31,000858,113.6053,114.4380,113.2948,113.6463,3734455
2023-07-31,300750,184.3931,185.8060,179.9238,182.5902,4953103
2023-07-31,601318,43.8305,44.2573,43.4297,44.1251,2543722
2023-07-31,600036,36.9590,37.6284,36.8561,37.4800,6242030
2023-07-31,000001,12.6626,12.6978,12.4595,12.6154,1897683
2023-07-31,601166,23.1413,23.2841,22.8110,23.1794,1337071
2023-07-31,600276,58.0173,59.9287,57.8285,59.3269,6635235
2023-07-31,600900,25.2608,25.4130,25.1665,25.3792,3501072
2023-07-31,002594,304.4017,307.7302,301.3838,302.2710,7432625
2023-07-31,000300,3476.1236,3486.8870,3457.0856,3485.9652,3132373
2023-08-01,600519,1737.4122,1745.1419,1731.3694,1734.9185,807439
2023-08-01,000858,112.5437,114.8121,112.0560,113.7997,3779337
2023-08-01,300750,182.4596,183.2966,182.1691,182.6540,4762787
2023-08-01,601318,44.2868,44.7181,44.1769,44.6057,5583654
2023-08-01,600036,37.4269,37.8723,37.1095,37.7407,4080409
2023-08-01,000001,12.6690,12.7531,12.4107,12.5389,7413521
2023-08-01,601166,23.1322,23.3576,22.9896,23.3480,3118170
2023-08-01,600276,59.3040,59.8963,58.7428,59.0982,2645871
2023-08-01,600900,25.3503,25.6243,25.3329,25.5371,5700713
2023-08-01,002594,304.4728,308.1661,303.1954,304.4893,1797690
2023-08-01,000300,3500.8919,3516.9460,3473.3173,3487.6229,2328658
2023-08-02,600519,1730.7751,1748.9399,1718.1935,1743.3522,505798
2023-08-02,000858,113.7761,115.0985,113.3429,114.7795,1648544
2023-08-02,300750,183.6847,187.0082,180.4435,181.0026,5213424
2023-08-02,601318,44.4180,44.6551,44.3808,44.4582,7697331
2023-08-02,600036,37.8142,38.2898,37.4650,37.6495,6297979
2023-08-02,000001,12.5436,12.8528,12.5390,12.8357,7971834
2023-08-02,601166,23.3177,23.3928,23.1798,23.3495,1908551
2023-08-02,600276,59.0304,59.3638,58.2562,58.8155,1420339
2023-08-02,600900,25.5740,25.7002,25.1145,25.2499,1820958
2023-08-02,002594,305.6462,306.4803,300.8800,302.2032,6360207
2023-08-02,000300,3498.4291,3537.0435,3458.8352,3519.1314,6823478
2023-08-03,600519,1744.3890,1767.4040,1722.5538,1727.4476,915860
2023-08-03,000858,114.7248,114.9294,111.5549,112.1705,2874658
2023-08-03,300750,179.7551,183.9583,179.6933,182.1273,7916043
2023-08-03,601318,44.3984,44.6484,44.2084,44.5450,4236037
2023-08-03,600036,37.6456,37.8331,37.5436,37.5879,6172852
2023-08-03,000001,12.7956,12.9075,12.6944,12.8602,1247705
2023-08-03,601166,23.3316,23.7024,23.1217,23.5654,3976124
2023-08-03,600276,58.9250,59.6489,58.7533,59.6175,2507966
2023-08-03,600900,25.2409,25.3823,25.0417,25.1289,3407454
2023-08-03,002594,298.6475,303.5095,296.9676,303.0035,7204246
2023-08-03,000300,3518.2500,3522.9661,3492.3320,3504.0900,3232458
2023-08-04,600519,1725.7991,1740.0809,1717.4304,1725.2641,589361
2023-08-04,000858,112.4335,112.9040,111.5747,111.9216,4763846
2023-08-04,300750,182.5976,185.5237,179.5140,179.8322,2185008
2023-08-04,601318,44.5036,44.7960,44.4972,44.5505,6980087
2023-08-04,600036,37.6523,37.7650,37.4499,37.4691,3208241
2023-08-04,000001,12.8894,13.0144,12.7626,12.9928,2764663
2023-08-04,601166,23.3911,23.5289,23.2634,23.4088,3282607
2023-08-04,600276,59.6358,60.4201,58.0621,58.7739,3622601
2023-08-04,600900,25.1070,25.1990,25.1018,25.1905,6219775
2023-08-04,002594,304.8889,309.1068,299.5567,303.8726,5139462
2023-08-04,000300,3507.5446,3533.8652,3498.9486,3531.4802,4196337
2023-08-07,600519,1724.4804,1737.6559,1712.7099,1731.9254,642666
2023-08-07,000858,112.2229,113.6611,111.3336,113.2564,4375453
2023-08-07,300750,179.8281,183.7837,179.5251,180.8006,1648350
2023-08-07,601318,44.6022,44.8856,43.9703,44.4033,7404925
2023-08-07,600036,37.6389,38.6018,37.6027,38.0525,7184160
2023-08-07,000001,12.9818,13.0509,12.9500,13.0501,4237696
2023-08-07,601166,23.4307,23.6800,22.9275,22.9655,5515021
2023-08-07,600276,59.2848,60.3400,58.7850,59.1450,3947484
2023-08-07,600900,25.1592,25.3366,25.1221,25.3131,6219083
2023-08-07,002594,304.4922,308.2965,288.6930,293.9893,6464142
2023-08-07,000300,3524.2977,3536.9692,3504.0148,3523.4220,5588438
2023-08-08,600519,1740.6476,1751.5800,1721.7975,1727.4726,403962
2023-08-08,000858,113.2613,113.3490,111.1183,112.4235,6876018
2023-08-08,300750,182.3584,183.0211,179.1747,180.8458,6931973
2023-08-08,601318,44.4156,44.7601,43.7358,44.6567,3357642
2023-08-08,600036,38.0358,38.0800,37.8929,38.0521,5777568
2023-08-08,000001,13.0580,13.0966,13.0050,13.0713,3689270
2023-08-08,601166,23.0119,23.2102,22.4048,22.5685,1491455
2023-08-08,600276,59.0123,60.4642,58.4571,59.7842,3331055
2023-08-08,600900,25.2934,25.7125,25.1956,25.5912,7133848
2023-08-08,002594,292.2427,296.1687,289.2189,295.4713,6892490
2023-08-08,000300,3524.6127,3550.3655,3523.5350,3549.5682,5549020
2023-08-09,600519,1723.5415,1725.6035,1713.2862,1724.3057,227160
2023-08-09,000858,113.0201,113.9035,112.8900,113.0496,6006625
2023-08-09,300750,179.7593,182.0006,174.6508,176.8244,4653642
2023-08-09,601318,44.5171,44.7884,44.3994,44.7139,3759652
2023-08-09,600036,38.0746,38.2191,36.8933,37.2437,7110366
2023-08-09,000001,13.0333,13.2296,12.9719,13.0002,5700396
2023-08-09,601166,22.5476,22.6330,22.4778,22.4920,7528453
2023-08-09,600276,59.8474,60.4084,58.6661,60.3867,4788620
2023-08-09,600900,25.6094,25.9044,25.4569,25.7988,2179760
2023-08-09,002594,296.9647,299.0923,295.0711,297.3589,5778745
2023-08-09,000300,3538.9617,3543.9648,3514.7147,3529.2398,1185569
2023-08-10,600519,1722.9873,1763.8755,1711.0764,1761.0197,685238
2023-08-10,000858,113.4250,113.4886,112.0849,113.3548,1051813
2023-08-10,300750,175.4645,175.8103,174.9572,175.4552,4200855
2023-08-10,601318,44.5792,44.8660,44.3351,44.4270,6322504
2023-08-10,600036,37.3872,37.8275,36.7031,36.7960,5107344
2023-08-10,000001,13.0122,13.0222,12.8384,12.8675,5677549
2023-08-10,601166,22.4662,23.0330,22.3344,22.6198,3980903
2023-08-10,600276,60.3131,60.7482,60.0770,60.5943,4883914
2023-08-10,600900,25.8200,26.0206,25.6210,25.9777,4764765
2023-08-10,002594,300.2210,301.4140,296.8106,298.9092,7726761
2023-08-10,000300,3530.4179,3542.1095,3508.6419,3522.4794,3434585
2023-08-11,600519,1765.1958,1800.9693,1750.7920,1782.2381,834093
2023-08-11,000858,113.1098,114.1021,112.5331,113.3548,5530718
2023-08-11,300750,175.0499,175.6292,169.9491,171.3086,5064306
2023-08-11,601318,44.3026,44.6962,44.0318,44.5471,6670396
2023-08-11,600036,36.7198,37.0608,36.6037,36.9825,4555201
2023-08-11,000001,12.8584,13.0015,12.5497,12.6373,4094703
2023-08-11,601166,22.5925,22.6375,21.9453,22.3062,7189190
2023-08-11,600276,60.5776,61.3316,59.9769,60.6204,2048956
2023-08-11,600900,25.9729,26.0012,25.7165,25.7478,1723892
2023-08-11,002594,302.3706,304.9460,296.3451,297.7964,2500342
2023-08-11,000300,3528.2502,3541.7071,3502.8507,3503.2624,4096990
2023-08-14,600519,1782.1592,1785.4514,1766.5808,1768.7106,441912
2023-08-14,000858,113.4621,114.8054,113.4591,114.2638,7399189
2023-08-14,300750,172.2764,172.6671,170.6968,171.0197,3664955
2023-08-14,601318,44.4911,45.0340,44.2246,44.7971,4489507
2023-08-14,600036,37.0447,37.2641,36.8741,37.2240,7583404
2023-08-14,000001,12.6557,12.7603,12.6396,12.6921,5803714
2023-08-14,601166,22.1070,22.3003,21.8346,22.1549,1097915
2023-08-14,600276,60.5809,61.8278,60.4746,61.0458,5529171
2023-08-14,600900,25.7807,26.0938,25.7780,25.9928,6258580
2023-08-14,002594,296.5323,300.5616,295.1018,299.7084,3986016
2023-08-14,000300,3511.5662,3545.5733,3481.8315,3506.4476,6979469
2023-08-15,600519,1759.4517,1781.8740,1748.1752,1775.8606,372438
2023-08-15,000858,113.6030,113.9444,112.5919,113.0328,6238820
2023-08-15,300750,171.4385,175.4060,170.9757,174.7522,5742485
2023-08-15,601318,44.6694,45.2742,44.3700,45.1862,1457145
2023-08-15,600036,37.0115,37.3171,36.8320,37.2131,5344154
2023-08-15,000001,12.6985,12.7303,12.4412,12.5626,7278632
2023-08-15,601166,22.1478,22.2124,21.7667,21.8586,7568333
2023-08-15,600276,61.4038,61.9962,58.9583,59.7616,1756531
2023-08-15,600900,25.9947,26.3574,25.9332,26.1942,6886402
2023-08-15,002594,298.3514,302.4385,293.7648,300.0181,2882405
2023-08-15,000300,3507.8597,3513.8999,3487.2446,3489.1273,5276376
2023-08-16,600519,1780.1221,1784.0502,1768.9649,1782.0478,490451
2023-08-16,000858,112.8120,113.4296,112.7608,112.8177,7387903
2023-08-16,300750,175.8410,181.7120,175.0790,180.4916,2160477
2023-08-16,601318,45.1514,45.2763,44.7764,45.0294,6339310
2023-08-16,600036,37.1478,37.8804,36.9916,37.4681,2544461
2023-08-16,000001,12.5129,12.5337,12.2145,12.2847,1293811
2023-08-16,601166,21.9979,22.2493,21.2475,21.4012,7144833
2023-08-16,600276,59.8441,60.2840,58.7116,59.2287,4864335
2023-08-16,600900,26.1847,26.2830,26.1467,26.2721,7195298
2023-08-16,002594,300.1824,302.0019,290.1887,292.1834,2794443
2023-08-16,000300,3487.1187,3502.9467,3464.4361,3495.2972,6871274
2023-08-17,600519,1777.0430,1804.1052,1762.7354,1786.9013,602852
2023-08-17,000858,113.1173,113.6983,112.6453,112.8765,1241619
2023-08-17,300750,180.7759,181.9925,177.2815,181.4886,2600502
2023-08-17,601318,44.9781,45.9184,44.9231,45.5627,6938676
2023-08-17,600036,37.2306,37.6984,37.1749,37.5161,2264314
2023-08-17,000001,12.2958,12.3861,12.1637,12.2382,5540252
2023-08-17,601166,21.3216,21.4111,21.1395,21.3401,5770610
2023-08-17,600276,59.2485,60.4792,58.4969,59.8446,4471667
2023-08-17,600900,26.3257,26.3865,26.2888,26.3772,4523297
2023-08-17,002594,294.8185,296.2772,291.5640,292.9148,1919009
2023-08-17,000300,3500.9941,3509.9311,3478.3774,3486.3976,1285659
2023-08-18,600519,1788.1762,1798.9286,1763.0418,1777.9691,677762
2023-08-18,000858,112.6923,113.9738,112.5050,113.7868,5256637
2023-08-18,300750,182.6460,183.0808,176.0755,176.6275,1297651
2023-08-18,601318,45.5082,45.7041,45.1478,45.3319,1863608
2023-08-18,600036,37.6295,37.7904,36.9781,37.1560,7274343
2023-08-18,000001,12.2859,12.3998,12.2153,12.2658,3423146
2023-08-18,601166,21.3349,21.8594,21.2395,21.8303,5827651
2023-08-18,600276,59.8095,60.0335,59.1373,59.3238,5141110
2023-08-18,600900,26.3279,26.4752,26.3189,26.3240,1207067
2023-08-18,002594,295.1774,299.2649,291.0325,294.6916,6042481
2023-08-18,000300,3485.4986,3500.0827,3480.9539,3488.2099,4028834
2023-08-21,600519,1777.0309,1792.6030,1762.2097,1782.3464,924818
2023-08-21,000858,113.6050,114.7524,113.0361,113.5069,4016491
2023-08-21,300750,176.2373,176.8837,174.7599,175.8837,2192772
2023-08-21,601318,45.3226,45.4789,45.1367,45.3768,2120682
2023-08-21,600036,37.1287,37.2763,36.6536,36.9778,7763532
2023-08-21,000001,12.2047,12.4787,12.0675,12.4099,6817548
2023-08-21,601166,21.7997,22.3111,21.4019,22.3000,2189437
2023-08-21,600276,59.6431,59.6684,59.1235,59.3672,6647709
2023-08-21,600900,26.2697,26.5573,26.1687,26.5338,3434902
2023-08-21,002594,292.8617,294.9514,287.1388,291.9685,1530536
2023-08-21,000300,3489.0989,3512.3338,3484.1533,3491.7260,1774472
2023-08-22,600519,1780.7920,1806.3720,1779.8914,1800.9520,517746
2023-08-22,000858,112.8612,113.5644,110.4167,112.0665,2216023
2023-08-22,300750,174.0703,177.4470,173.9438,174.0398,1328358
2023-08-22,601318,45.3399,45.7951,45.1431,45.6642,4914503
2023-08-22,600036,36.8809,37.1884,36.6816,36.7344,3489397
2023-08-22,000001,12.3889,12.4359,12.2343,12.2839,7131722
2023-08-22,601166,22.3495,22.7378,21.9816,22.7358,7676948
